MSOACode,Value,LowerConfidenceInterval,UpperConfidenceInterval
E02003182,81.2,79.7,82.7
E02006296,82.6,81.3,83.8
E02006492,79.5,78.1,80.9
E02000159,85.1,83,87.2
E02003445,81.7,79.9,83.4
E02004676,83.8,81.9,85.7
E02003609,80,78.5,81.5
E02004611,82.5,80.9,84
E02002794,81.1,79.4,82.9
E02004612,83.5,81.9,85
E02005501,82.6,80.9,84.4
E02005639,81.3,78.7,83.9
E02004203,82.6,80.2,85.1
E02005982,83.6,81.4,85.7
E02002306,78.2,76.3,80.2
E02006274,81.1,79.3,82.8
E02005035,77,75.3,78.6
E02004723,82.3,81.1,83.5
E02004787,82.7,80.8,84.6
E02003101,82.3,80,84.6
E02000582,83.6,81.5,85.7
E02004020,82.3,80.5,84.1
E02004670,80.6,79,82.1
E02002270,79.3,77.4,81.3
E02005908,81.4,80,82.9
E02003668,82.3,80.6,84
E02003352,82.8,80.9,84.6
E02006455,79.1,76.9,81.2
E02000482,84.5,82.8,86.2
E02004015,79.5,77.2,81.8
E02004096,81.7,80.2,83.1
E02004636,80.8,79.1,82.5
E02006436,78.6,76.8,80.3
E02006514,80.7,79,82.3
E02004464,82.5,81.2,83.9
E02006249,79,77.3,80.8
E02005256,76.9,75.1,78.7
E02003088,80.3,78.8,81.7
E02006369,80.7,78.9,82.4
E02005702,80.2,78.3,82.1
E02003779,83.6,81.4,85.9
E02004714,81.6,79.8,83.3
E02002109,84.2,82.7,85.7
E02002359,80.2,77.7,82.6
E02004571,82.8,81.3,84.3
E02002254,81.3,79,83.6
E02004936,81.8,79.5,84.1
E02004616,81.1,79.6,82.6
E02003872,82.8,81.4,84.2
E02006607,88,86,90
E02004891,83.4,82,84.9
E02006463,81.1,79.2,83.1
E02004825,80.8,79.4,82.2
E02004692,84.8,83.4,86.3
E02003377,81.2,79.5,83
E02006099,80.7,78.5,82.8
E02004189,78.9,77.1,80.8
E02006013,80.2,78.3,82.2
E02000157,84.9,83,86.9
E02001450,81.7,80,83.3
E02000607,79.8,77.4,82.2
E02005091,80.3,78.5,82.1
E02003809,81.9,79.9,83.9
E02005997,81.5,79.4,83.6
E02003136,79.6,77.6,81.5
E02001281,82,80.4,83.6
E02003239,80.8,79.2,82.4
E02004710,82.2,80.4,83.9
E02006717,78.5,75.5,81.6
E02002773,80.6,78.5,82.6
E02000475,80.5,78.8,82.2
E02006829,83.5,81.7,85.3
E02002632,83.5,82.1,85
E02004690,81.9,80.1,83.6
E02006821,81.6,79.9,83.3
E02002534,84.2,82.9,85.6
E02006692,80.2,78.1,82.3
E02001646,80.5,78.5,82.6
E02004420,81.1,79.5,82.6
E02005372,82.2,80.5,83.8
E02000477,80.7,79.2,82.2
E02003817,79.6,77.7,81.4
E02001507,84.4,83,85.8
E02005276,79.3,77.3,81.3
E02003739,82.7,80.8,84.7
E02004653,78.4,76.4,80.4
E02006288,81.5,79.9,83.2
E02003206,78.6,76.9,80.3
E02004800,83.2,81.1,85.3
E02003264,81.3,79.6,83
E02006640,81.6,79.8,83.4
E02006231,80.7,79.4,82.1
E02005935,80.6,78.8,82.5
E02005324,81.7,80,83.5
E02000805,81,79.2,82.7
E02004899,79.3,77.5,81
E02003456,80.8,78.9,82.7
E02004022,81.6,79.6,83.6
E02005657,76.4,74.5,78.2
E02004878,81.1,79.5,82.7
E02005682,81.3,79.7,82.9
E02006293,80.6,79.3,81.9
E02004414,81.2,78.8,83.6
E02005873,82,80.5,83.4
E02003650,81.8,79.8,83.8
E02000583,88.7,85.8,91.7
E02006441,81.4,79.4,83.3
E02004823,82.8,81.1,84.4
E02004136,82.5,80.5,84.4
E02003450,82.3,80.6,84
E02005856,82.1,80.3,83.8
E02003368,80.7,78.4,83.1
E02002778,79.3,77.8,80.8
E02006582,86,83.5,88.6
E02000612,81.6,79.8,83.5
E02000087,82.5,80.8,84.2
E02003500,81.2,78.8,83.6
E02006544,80.7,79.3,82
E02006588,77.9,76.1,79.7
E02005392,80.9,79.2,82.6
E02000786,82.1,80.5,83.7
E02005681,81,79.5,82.4
E02001709,82.9,81.4,84.4
E02005359,82.6,81.1,84
E02006413,78.5,76.5,80.4
E02004270,82.9,81.2,84.7
E02004942,80.7,78.8,82.7
E02001712,80.4,78.7,82.1
E02005380,79.6,78,81.2
E02004922,80.9,79.4,82.5
E02003714,79.1,77.1,81.1
E02005109,81.9,80.2,83.7
E02005748,81.6,80,83.3
E02000598,83.9,82.2,85.7
E02004719,83.1,81.6,84.6
E02006590,82.4,80.6,84.1
E02006342,79.2,77,81.4
E02003616,83.5,81.2,85.9
E02005759,81.5,79.7,83.3
E02005270,80.9,79.4,82.5
E02004907,80.6,78.9,82.2
E02004472,82.6,80.9,84.2
E02006242,79.1,77.4,80.8
E02006449,83,81,85
E02003990,81.5,80.1,83
E02004784,80.7,78.7,82.6
E02002573,79.3,77.6,81
E02003232,78.9,77.2,80.6
E02004488,80.9,79.3,82.4
E02002785,80.2,78.5,81.9
E02004536,79.6,77.6,81.7
E02005402,77.9,76,79.9
E02004499,84.1,82.5,85.7
E02005599,80.6,78.7,82.4
E02002927,80.3,78.6,81.9
E02005391,81.7,79.7,83.6
E02004180,83.7,82,85.4
E02004713,83.8,82.4,85.1
E02006394,82.2,80.6,83.9
E02001489,81.9,79.9,83.9
E02006292,82.7,80.5,85
E02006556,81.1,79.2,82.9
E02006591,80.3,78.6,82
E02001393,83.9,82,85.7
E02005907,79,77.3,80.7
E02005598,82.4,80.5,84.4
E02003017,81,79.4,82.6
E02000494,81.3,79.1,83.4
E02000271,82.2,79.9,84.5
E02003754,82.3,80.3,84.2
E02000790,85.9,83.1,88.6
E02004728,80.3,78.5,82.2
E02004021,83.4,81.9,85
E02006007,80.2,78.4,82
E02005087,80.1,78.4,81.9
E02006432,80.2,78.5,81.8
E02000601,81.2,79.3,83.1
E02004943,82,80.1,83.8
E02005082,79.8,78.3,81.2
E02000500,84.2,82.7,85.7
E02004675,77.6,75.4,79.9
E02004109,83.3,81.7,84.8
E02004841,80.4,79.1,81.7
E02006561,81.4,79.6,83.1
E02000703,83.9,82.3,85.4
E02003756,81.2,79.3,83.2
E02005790,82.2,80.2,84.2
E02006393,81.2,79.2,83.1
E02003971,79.3,77.3,81.4
E02000699,83.6,81.6,85.6
E02002368,78.9,77.1,80.7
E02004542,83.1,80.8,85.3
E02005946,80,78.2,81.8
E02003869,78,76.2,79.8
E02002334,83.8,81.5,86.1
E02000636,79.8,77.6,82.1
E02001272,80.1,78.3,82
E02002603,79.2,77.6,80.8
E02004920,79,77.7,80.3
E02004121,80,77.6,82.3
E02000697,81.3,79.4,83.3
E02004023,81.6,79.4,83.9
E02004726,83.5,81.6,85.4
E02004275,80.6,78.5,82.6
E02002931,80.7,78.7,82.6
E02004458,81.6,80,83.2
E02006523,82.1,80.8,83.3
E02006816,83.1,80.8,85.4
E02005991,81.2,79.9,82.6
E02005981,85,83.1,87
E02003618,79.1,77.2,80.9
E02005149,78.8,77.5,80.2
E02006349,79.1,77.2,80.9
E02001565,82,80.3,83.7
E02004882,81.6,79.7,83.5
E02002905,82.5,80.4,84.6
E02006335,82.1,80.4,83.8
E02003692,81.6,80.2,83
E02004814,83.6,81.8,85.4
E02001524,81.1,79.1,83.1
E02005919,80.3,78,82.6
E02006411,81.6,79.5,83.8
E02003851,79.6,78,81.2
E02005274,81,79,82.9
E02003455,82,80.1,83.8
E02006000,79.7,78,81.3
E02004279,80.5,78.5,82.4
E02000794,84,82.1,86
E02004775,81.4,79.7,83.1
E02004134,78.6,76.3,80.8
E02004247,86.1,84.1,88.1
E02000219,82.8,81,84.6
E02006135,79.8,78.2,81.4
E02004623,80.2,77.9,82.5
E02003852,80.7,78.9,82.5
E02005458,80.3,78.5,82.1
E02006789,82.5,81.2,83.8
E02005913,83.7,81.7,85.7
E02005900,83.1,81.5,84.6
E02005794,80.8,78.7,82.8
E02004699,84.6,83.1,86.1
E02004450,81,78.2,83.8
E02003793,82.6,80.6,84.5
E02006601,81.1,79.3,82.9
E02002343,81,78.6,83.5
E02006473,79.2,77.8,80.6
E02004164,80.7,78.5,82.9
E02004873,82,80.4,83.6
E02003091,78.8,76.4,81.3
E02000031,80.3,78.5,82.2
E02003617,82.2,80.5,83.8
E02006674,79.9,77.5,82.2
E02001967,81.6,80.1,83
E02004447,83.7,81.8,85.5
E02002915,79.9,78.4,81.4
E02006752,83.5,81.6,85.4
E02000417,80.6,78.3,82.8
E02004673,76.6,74.2,79
E02004806,83.9,82,85.8
E02005526,80.7,79.1,82.3
E02003094,80.6,78.8,82.3
E02006621,81.9,80.6,83.2
E02002574,78.4,76.2,80.5
E02003916,78.4,76.7,80.2
E02004141,84.6,83,86.2
E02005491,82,80.6,83.3
E02006741,82.7,80,85.4
E02003877,81.7,80,83.4
E02004620,81.5,79.5,83.5
E02003428,80.3,78.5,82.1
E02001559,80.9,79.5,82.3
E02005999,82.3,80.6,84.1
E02003523,80.3,78.7,81.9
E02002321,81.2,79.6,82.8
E02001437,79.3,77.7,80.8
E02005006,81.5,79.5,83.6
E02006624,83.6,81.7,85.6
E02000146,78.8,77.1,80.5
E02006324,81.7,79.6,83.7
E02006549,82.8,80.8,84.8
E02004856,81.5,79.4,83.6
E02006477,81.6,80,83.2
E02004708,80.5,78.8,82.2
E02003557,83.5,81,85.9
E02004872,83.8,81.8,85.8
E02004695,86.7,83.2,90.1
E02004416,83,81.6,84.3
E02003371,82.1,80.2,84
E02004849,82.6,80.6,84.6
E02004394,80.7,78.6,82.7
E02005962,83.8,82,85.5
E02006264,82.6,81,84.1
E02006191,82.9,81,84.7
E02006236,83,81.7,84.4
E02006508,82.6,80.8,84.4
E02006505,79.3,77,81.6
E02004956,80.4,78.5,82.3
E02006516,80.6,79,82.1
E02004159,83.2,81.7,84.6
E02004503,79.8,77.5,82
E02003837,81.2,79.8,82.6
E02004165,81.4,79.6,83.3
E02005239,80.9,79.3,82.5
E02006323,85.5,83.6,87.4
E02006341,80.2,78.3,82.1
E02003819,80,77.6,82.4
E02006765,81.1,79,83.2
E02000798,79.3,77.6,81
E02004982,83.2,81.1,85.3
E02004425,81.5,79.7,83.3
E02006636,80,77.9,82
E02006697,80.1,77.8,82.4
E02005021,81.7,80,83.4
E02003474,80.7,78.8,82.5
E02004145,80.2,77.7,82.8
E02004785,82.5,80.2,84.7
E02006071,81.1,79.5,82.8
E02004244,82.3,80.5,84.1
E02002918,82.5,80.7,84.3
E02005604,80.5,78.6,82.3
E02006676,82.4,80.2,84.6
E02000503,81.3,79.5,83.2
E02005271,78.8,76.8,80.7
E02004129,82,79.3,84.6
E02004502,81.9,79.5,84.4
E02002707,80.5,78.8,82.2
E02000768,83.4,81,85.8
E02002989,79.5,77.2,81.7
E02006682,82.5,80.5,84.4
E02005775,79,77.4,80.7
E02005455,80.3,79,81.7
E02004463,79.7,77.8,81.6
E02003731,83.9,81.7,86.1
E02003840,82.9,81.4,84.4
E02004412,80,78,81.9
E02003619,79.9,78.2,81.5
E02000471,81.8,79.9,83.6
E02003991,79.4,77.8,81
E02006081,80.4,78.3,82.5
E02004194,80.1,77.9,82.2
E02006232,81,78.6,83.5
E02006661,81.4,79.4,83.4
E02006262,82.6,81,84.3
E02004818,82,80.4,83.7
E02005066,83,81.3,84.6
E02003105,80.4,78.2,82.5
E02003444,83,81.1,84.8
E02004938,82.1,79.9,84.3
E02003258,81.1,79.4,82.7
E02004524,82,80.6,83.4
E02002349,79.4,77.4,81.5
E02000797,82.6,80.7,84.5
E02003786,85.2,83.3,87
E02005379,80,77.7,82.3
E02000454,84.6,82.1,87.1
E02004730,81.8,80,83.6
E02004192,83.9,82.4,85.5
E02004100,81.1,79.7,82.4
E02005275,77.5,75.3,79.8
E02004709,83.2,81.3,85
E02004226,81.3,79.5,83
E02005940,82,79.5,84.5
E02001754,79.8,78.3,81.4
E02001563,79.9,78.2,81.6
E02004232,78.8,76,81.5
E02000410,81.9,79.5,84.3
E02003847,81.8,80.3,83.3
E02004392,81.3,79.5,83.2
E02006669,80.9,79.1,82.7
E02004608,79.8,78.1,81.5
E02000216,82.5,80.4,84.5
E02004912,78.4,76.7,80.1
E02005988,82.5,80.7,84.4
E02006049,82.4,80.7,84.1
E02003102,82.3,80.6,84
E02006462,81.5,79.5,83.4
E02006111,80.6,79.2,82
E02005628,79.8,77.6,82
E02006271,80.3,78.8,81.8
E02006859,80.6,77,84.2
E02003318,81.3,79.5,83.2
E02000854,82.6,80.8,84.5
E02000061,81.8,79.9,83.6
E02003372,81,79,83
E02005937,81.7,79.5,83.9
E02003875,83.2,81.6,84.8
E02003391,81.9,80.1,83.6
E02000611,84.6,82.7,86.5
E02006047,81,79,83
E02004504,80.4,78.3,82.5
E02006664,79.3,76.9,81.8
E02006061,80.7,79,82.4
E02006276,83,81.5,84.6
E02004135,81.9,80.2,83.6
E02006173,79.6,77.5,81.7
E02004716,82.1,80.5,83.7
E02002624,79.6,77.8,81.5
E02006027,82.6,80.9,84.3
E02003375,78.4,76.3,80.4
E02006594,83.1,81.2,85
E02004157,77.9,75.7,80.2
E02004013,81,79.4,82.6
E02005339,83.1,81.4,84.8
E02006714,78.4,75.7,81
E02003607,81.2,79.4,82.9
E02000132,78.6,76.8,80.5
E02003345,80.6,78.4,82.8
E02000001,84.6,82.3,86.8
E02001643,83.5,81.6,85.4
E02001003,82.7,80.7,84.7
E02006040,82.5,80.9,84.1
E02002732,80.9,79.2,82.6
E02000269,80.9,79,82.9
E02004662,77.9,75.7,80
E02006005,81.3,79.4,83.2
E02006092,82.1,80.4,83.7
E02003661,82.3,80.7,83.9
E02002475,80.3,78.4,82.2
E02001740,80.5,78,83
E02004996,80.3,78.4,82.1
E02004666,78.4,76.9,79.8
E02003393,82.8,81,84.6
E02004876,81.8,80.3,83.4
E02005223,80.5,78.6,82.3
E02006525,80.8,79.4,82.2
E02004888,79.6,77.7,81.5
E02006495,80.6,78.7,82.6
E02006186,80,78.6,81.4
E02005632,77.7,75.6,79.7
E02003703,81.6,79.7,83.6
E02001980,80.6,78.2,83.1
E02003649,84.4,82.7,86.1
E02004638,79,77,80.9
E02004889,77.8,76.2,79.4
E02006926,82.2,79.9,84.5
E02004479,80,78.5,81.5
E02001832,85.2,83.5,86.8
E02004397,80,78.3,81.7
E02004367,78.4,75.2,81.5
E02004609,82.9,81.1,84.7
E02003614,82.4,80.7,84.2
E02003296,82.5,80.6,84.4
E02000163,84.4,82.7,86.2
E02001503,78.8,76.6,81
E02004514,82.2,79.8,84.6
E02003838,80,78.5,81.6
E02004236,82.1,80.7,83.5
E02000413,79.9,78,81.8
E02005084,81.2,79.4,83
E02002747,81.4,79.5,83.4
E02006374,80.7,78.5,82.9
E02000497,82.1,80.4,83.9
E02005094,82.1,80.2,84
E02002929,78.4,76.3,80.4
E02006229,80.3,78.6,82
E02004570,80,78.2,81.8
E02004016,81.6,79.5,83.7
E02005311,81.7,79.2,84.1
E02003121,82.9,81.4,84.4
E02003465,81.1,79.2,83
E02001215,77.3,74.8,79.9
E02000857,78.4,76.3,80.6
E02000926,76.3,74.1,78.5
E02002141,81.9,80.1,83.6
E02006891,78.9,77,80.8
E02006044,83.2,81.7,84.6
E02003624,77.7,75.7,79.7
E02006734,80.8,79.1,82.4
E02005896,79.5,77.6,81.5
E02006131,79.6,77.6,81.7
E02006287,80.1,77.5,82.7
E02002329,80.6,79,82.1
E02005479,77.3,75.7,78.8
E02002246,80.2,78.4,82
E02006347,82.9,81,84.8
E02004720,81,79.5,82.4
E02005289,81.9,80,83.8
E02005192,80.3,78.5,82
E02000043,84.2,82.5,86
E02002719,78.3,76.4,80.2
E02004243,82.5,80.6,84.5
E02005948,79.4,76.8,82
E02003785,81.6,80.1,83.1
E02004451,80.6,79.1,82
E02002558,84.2,82.5,85.9
E02003660,84.5,83,86.1
E02005983,79.9,78.3,81.5
E02005765,80.5,78.4,82.6
E02006075,82.2,79.8,84.6
E02005160,80.2,78.4,81.9
E02003181,82.4,80.8,84
E02004808,78.3,76.7,79.9
E02000418,84.4,82.2,86.6
E02003762,81.2,79.7,82.7
E02004065,82.2,80.6,83.9
E02003374,81.8,78.7,85
E02005683,80.8,79.4,82.2
E02005744,78.4,75.9,80.9
E02006253,83.1,81.3,84.9
E02003874,80.3,78.6,82
E02005788,82.5,80.8,84.2
E02003806,83.2,81.1,85.3
E02003621,81.4,79.4,83.3
E02001444,79.7,77.4,82
E02001138,79,77.1,80.8
E02004452,78.6,77.2,80
E02001827,80.4,78.1,82.6
E02000382,74.7,72.7,76.6
E02006150,82.2,80.9,83.6
E02004011,79.9,78.3,81.5
E02002035,82.7,81.1,84.4
E02004459,81.4,79.8,83
E02004985,81.4,79.1,83.6
E02005533,81.8,80.1,83.5
E02005296,83.4,81.2,85.6
E02005959,81.1,78.8,83.4
E02006429,84.4,82.5,86.3
E02006414,80.6,78.5,82.7
E02005787,81.2,79.5,83
E02003380,80.1,78.3,81.8
E02006564,82.2,80.5,84
E02004934,79.7,77.6,81.9
E02003501,80.7,78.8,82.7
E02004650,77.7,76.2,79.2
E02005592,82,80.1,84
E02004890,82.1,80.6,83.6
E02006917,85.6,81,90.2
E02002591,80.7,78.5,82.9
E02005522,79.2,77.1,81.2
E02003824,82.1,80.2,84.1
E02000488,81.1,79.3,82.9
E02005605,81.9,80.4,83.4
E02005763,81.6,79.5,83.8
E02002792,81.7,79.5,84
E02006753,82.9,81.1,84.6
E02005064,80.4,78.4,82.4
E02006385,79.8,78.2,81.5
E02004082,81.9,80.6,83.2
E02003659,81.9,79.9,83.8
E02006471,80.8,79,82.5
E02005742,79.7,77.6,81.9
E02006437,80.7,79.1,82.2
E02006042,83.7,81.8,85.6
E02004077,83.2,81.9,84.5
E02005631,80.3,78.4,82.1
E02001742,80.7,78.8,82.6
E02006358,82.8,80.7,85
E02005936,79,77.5,80.5
E02002608,78.2,76.4,80.1
E02002911,79,77,80.9
E02004361,80.1,78.4,81.9
E02001442,80,77.4,82.6
E02002748,82.2,80.9,83.5
E02006202,81.3,79.5,83.1
E02003912,78.4,76.1,80.7
E02004961,83.8,82.2,85.3
E02006011,79.1,77.2,81.1
E02006831,83.9,82.6,85.3
E02003386,76.7,75.1,78.3
E02000090,79.3,78,80.7
E02003831,81,79.7,82.4
E02002323,80.7,79.1,82.3
E02005595,84.7,82.6,86.9
E02005193,79.3,77.5,81.1
E02000232,82.4,80.3,84.5
E02004734,79.6,78,81.1
E02003612,83.4,81.6,85.2
E02004929,84.5,82.4,86.6
E02000298,85.3,83.4,87.3
E02003236,78.7,76.9,80.4
E02004518,83.5,81.5,85.6
E02004672,81.7,80.2,83.2
E02005729,80.9,78.5,83.3
E02003854,82.9,80.9,84.8
E02003776,81.7,79.9,83.6
E02004278,82.4,80.7,84
E02005225,80,77.2,82.8
E02005600,78.3,75.8,80.8
E02006660,80.8,79.4,82.1
E02000501,81,79.3,82.7
E02005190,79.3,77.5,81.1
E02006672,84.5,82.2,86.7
E02006679,82.9,81.4,84.4
E02000230,81.2,79.6,82.7
E02004143,80.5,78.6,82.4
E02004567,81.3,79.8,82.9
E02003781,82,80,84
E02004559,79.2,76.8,81.6
E02000534,81.2,79.5,82.8
E02004833,81.7,80.1,83.4
E02002761,77.5,75.5,79.4
E02005967,79,77,81
E02004179,81.1,79.7,82.6
E02001999,80.4,78.4,82.5
E02005487,83.3,82.1,84.5
E02005014,82.4,80.1,84.7
E02000086,84.9,83.1,86.7
E02004635,78.5,76.5,80.5
E02005398,81.4,79.4,83.4
E02006874,82.8,81.1,84.6
E02005700,81.5,79.5,83.6
E02006811,84,82.6,85.4
E02000606,80.6,78.8,82.4
E02005416,81.5,79.8,83.2
E02004736,82.1,80.3,83.9
E02003730,80.8,78.7,82.9
E02004519,81.1,78.9,83.3
E02006646,78.6,76.4,80.8
E02002990,81.2,79,83.5
E02003738,80.4,78.4,82.4
E02006825,85.2,83.5,86.9
E02006267,81.3,79.4,83.2
E02002328,80.2,78.4,82
E02004470,80.3,78.6,82
E02003299,81,79.2,82.9
E02000176,85.8,83.8,87.9
E02005679,82.9,80.9,84.8
E02006633,81.8,80.5,83.2
E02003493,84.8,82.8,86.7
E02000461,81.4,79.4,83.5
E02005343,81.3,79.4,83.2
E02003653,79.7,77.5,81.9
E02005770,81.3,79.7,82.9
E02004622,78.7,76.6,80.7
E02005255,82.3,80.8,83.8
E02006298,79.3,77.6,81
E02001835,79.5,77.7,81.3
E02003092,80.7,79.2,82.3
E02005127,82,80.4,83.6
E02004202,83.5,82.1,85
E02004469,84.8,83.4,86.3
E02003765,79.9,77.8,82
E02006551,83.3,81.7,84.8
E02004413,79.7,77.3,82
E02006282,83.2,81.2,85.2
E02006518,82.8,81,84.6
E02003601,82.2,80.4,84.1
E02000128,80.1,78.5,81.7
E02004251,82.6,80.9,84.4
E02005755,80.9,79.1,82.7
E02003636,80.7,78.9,82.6
E02006084,82.7,81,84.5
E02004263,81.7,79.6,83.8
E02006434,80.7,78.3,83.1
E02005068,83.2,80.9,85.5
E02004252,79.7,77.6,81.7
E02004444,79.8,78.1,81.6
E02002696,84.2,82.5,85.9
E02004255,79.3,77.4,81.3
E02000161,83.7,81.7,85.8
E02005603,78.8,77.1,80.5
E02006041,81.1,78.9,83.3
E02003097,81,79.1,83
E02002011,78.9,76.7,81.1
E02003220,78.1,76.3,79.8
E02004607,80.1,78.2,82
E02003865,81.1,79.7,82.5
E02004659,80.8,78.7,82.9
E02006407,82.2,80.4,83.9
E02004455,84.4,82.2,86.6
E02000058,84.4,82.7,86.2
E02000989,82.1,80.5,83.6
E02000863,83,80.9,85
E02003547,81.5,79.9,83.2
E02005297,81.1,79.4,82.7
E02006700,80.7,79.3,82
E02006009,81.1,79.1,83.1
E02003366,83.9,81.6,86.2
E02006291,83.1,81.4,84.8
E02005733,81.7,79.9,83.6
E02003151,80.4,78.3,82.5
E02004219,82.4,80.6,84.2
E02005750,81,79,82.9
E02004234,78.2,75.3,81.2
E02006685,81.2,79.5,82.8
E02001414,82.9,80.5,85.2
E02006665,80.4,78.6,82.2
E02003224,82.6,81.3,84
E02006543,82.2,80.2,84.2
E02000073,81.5,80,83.1
E02005668,78.5,76.4,80.6
E02004017,78.8,76.9,80.7
E02003775,84.1,81.7,86.4
E02004906,76.6,74.9,78.3
E02002710,81.9,80.3,83.6
E02005008,82.8,81.3,84.4
E02004173,81.1,79,83.2
E02006016,79.1,77.3,81
E02006425,80.4,78.5,82.4
E02006109,84.5,82.7,86.3
E02000256,79.4,77.1,81.6
E02003696,82.3,80.7,83.8
E02004596,79.8,78,81.7
E02004515,81.5,80,82.9
E02006748,81,78.9,83.1
E02004162,78.1,76.4,79.8
E02000937,80.6,78.3,83
E02004427,83,81.2,84.8
E02003364,79.6,77.5,81.7
E02003695,80.7,79.2,82.2
E02003494,83.1,81.2,84.9
E02003215,79.5,77.3,81.6
E02001169,80.7,79.1,82.2
E02002437,81.3,79.7,82.9
E02005273,82.9,81,84.7
E02006152,80.8,79.1,82.5
E02004897,79.7,77.3,82.2
E02002777,81.9,80,83.9
E02003758,81.3,79.7,83
E02003913,82.2,80.1,84.3
E02001225,82.4,80.4,84.4
E02004267,83.8,82.3,85.3
E02003549,83.5,81.2,85.9
E02006195,82.2,80.5,83.8
E02006736,83.7,80.5,86.9
E02002589,80.4,78.4,82.5
E02006315,81,78.7,83.2
E02006911,82.5,81.2,83.8
E02000661,79.7,78.1,81.4
E02004260,84.6,82.9,86.3
E02006357,81.2,79,83.4
E02006392,77.9,76.3,79.5
E02005938,78.8,76.2,81.4
E02004245,84,82.7,85.3
E02005966,81.9,79.3,84.4
E02005302,84.1,82,86.2
E02000233,78.7,76.8,80.5
E02006307,82.7,81.6,83.9
E02002797,82.6,80.6,84.5
E02003076,80.8,79.2,82.4
E02004072,81.7,80.3,83.1
E02003237,81.6,79.7,83.4
E02000589,84.7,82,87.5
E02005705,83.4,81.4,85.4
E02006142,79.9,77.5,82.2
E02004508,80.3,78,82.6
E02004858,80.8,78.4,83.2
E02005864,84.8,83.4,86.3
E02006036,79,76.6,81.5
E02006209,78.5,76.8,80.3
E02004804,82.4,80.6,84.3
E02003111,81,79.1,83
E02006273,83.9,82.3,85.4
E02002913,83.2,81.5,84.8
E02004509,81.1,79.3,82.9
E02004248,82.2,80.8,83.6
E02004131,81.4,78.9,83.8
E02002599,77.6,76.2,79
E02004597,80.7,78.8,82.6
E02001110,81.9,80.2,83.5
E02004651,81.3,79.6,83.1
E02004239,84.1,82.5,85.7
E02006747,84.1,81.3,86.8
E02004493,77.2,75.5,78.9
E02001206,77.2,75.3,79.2
E02000088,82.4,80.7,84
E02000689,84.3,82.3,86.2
E02006668,79.8,77.7,81.9
E02003289,81.1,79.4,82.8
E02005758,80.9,79.1,82.6
E02003546,78.3,76.6,80
E02006673,76.2,73.2,79.3
E02005798,81.3,79.5,83.1
E02001218,86.4,84.1,88.7
E02004704,81,78.8,83.2
E02006104,79.6,78,81.2
E02000028,80.7,78.5,82.9
E02002702,80.7,79.4,82.1
E02005453,82.3,80.9,83.6
E02001577,80.7,78.3,83
E02006877,76,74.1,78
E02005159,81.2,79,83.3
E02006056,80.8,78.7,82.8
E02004171,81.9,80.2,83.7
E02004565,83.8,82.5,85.1
E02002814,82.1,80.7,83.5
E02006863,76.7,74.8,78.7
E02003235,82.5,80.4,84.6
E02002705,84.7,83.3,86
E02004630,78.4,76.2,80.6
E02005358,82.1,80.4,83.7
E02000799,85.8,83,88.6
E02000842,78.1,76.4,79.9
E02006475,79.9,78.3,81.4
E02005784,79.5,77.7,81.3
E02002013,79.6,78.1,81.2
E02001211,81.9,80.1,83.7
E02006776,78.6,76.4,80.9
E02005384,82.8,81.3,84.3
E02003106,82.8,81,84.5
E02004071,79.9,78,81.7
E02006430,78.5,76.8,80.2
E02006052,79.3,77.7,81
E02004400,81.4,79.4,83.5
E02006658,80.3,78,82.7
E02002326,83.8,81.8,85.7
E02004432,82.6,80.5,84.6
E02004008,80.8,78.6,83
E02006210,78.9,76.2,81.5
E02006145,82.6,80.5,84.8
E02006376,82,80.5,83.6
E02000713,80.1,78.1,82.1
E02003898,80.9,78.8,83.1
E02004517,78.8,77,80.6
E02001399,80.2,78.3,82.1
E02002864,80.2,78,82.4
E02002533,84.2,82.5,85.9
E02005932,82.8,80.2,85.4
E02006079,78.1,76,80.2
E02001828,82.8,81,84.6
E02005911,82.5,80.7,84.4
E02005247,80.3,78.8,81.9
E02000091,81.6,80.2,83
E02006644,80.4,78.3,82.5
E02002698,78.8,77,80.6
E02000222,80.6,78.8,82.4
E02004527,80,78.3,81.6
E02004123,80.3,78.6,82
E02004193,79.8,78.4,81.3
E02003212,80.6,78.9,82.3
E02005390,82.8,81.1,84.5
E02005789,80.3,78.9,81.7
E02006038,79.7,77.9,81.5
E02002556,83.2,81.2,85.1
E02001037,80.9,79.5,82.4
E02003761,78,76.1,79.9
E02006787,83.7,81.6,85.7
E02001020,83.3,81.3,85.3
E02006405,82.7,81.1,84.4
E02001216,81.7,79.9,83.6
E02004686,78.1,76.1,80.2
E02003068,80.2,78.5,81.9
E02003763,83.8,82,85.6
E02003559,83.2,81.4,85.1
E02000605,80.7,79,82.4
E02002691,80.1,78.1,82.2
E02005927,81.3,79.4,83.2
E02002102,81.9,80.5,83.2
E02000502,79.8,78.1,81.4
E02003451,79.2,77.1,81.3
E02000847,82.7,81.1,84.2
E02000473,79.6,77.8,81.5
E02006464,84,81.6,86.4
E02004796,82.2,80.8,83.7
E02005034,82.7,81.1,84.4
E02000433,83.9,82.3,85.6
E02003463,76,73.6,78.3
E02001724,77.3,74.5,80.1
E02005499,80.4,78.3,82.4
E02004088,80.6,79,82.2
E02003065,80.4,78.8,81.9
E02004592,81.9,80.4,83.4
